Application_ID,Customer_ID,Application_Date,Applicant_Age,Employment,Annual_Income_INR,Loan_Amount_INR,Credit_Score,Previous_Loans,Existing_Debt_INR,Loan_Term_Months,Debt_to_Income_Ratio,Interest_Rate_Pct,Loan_Purpose,Education,Branch,Approval_Status,Default_Status,Risk_Category
LOAN20336,CUST10336,30-06-2024,37,Salaried,826300,456000,667,1,116400,36,0.345,11.46,Education,Postgraduate,Kochi,Rejected,Not Applicable,Medium Risk
LOAN20337,CUST10337,24-02-2024,30,Self-Employed,642000,184000,700,0,229800,60,0.418,11.71,Home,Postgraduate,Bengaluru,Approved,No Default,Medium Risk
LOAN20338,CUST10338,03-07-2023,35,Business Owner,690200,231000,663,1,90200,48,0.219,8.64,Home,Graduate,Mumbai,Rejected,Not Applicable,Medium Risk
LOAN20339,CUST10339,02-09-2024,42,Contract,447600,119000,632,0,159500,48,0.426,13.22,Home,Postgraduate,Chennai Central,Approved,No Default,High Risk
LOAN20340,CUST10340,25-08-2023,32,Salaried,737300,168000,733,1,324200,48,0.502,9.83,Education,Diploma,Delhi,Approved,No Default,Medium Risk
LOAN20341,CUST10341,03-07-2025,30,Salaried,321700,124000,547,0,58300,84,0.24,12.35,Personal,Graduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20342,CUST10342,23-05-2024,40,Salaried,968000,409000,787,1,88700,36,0.244,6.86,Home,Graduate,Kolkata,Approved,No Default,Low Risk
LOAN20343,CUST10343,16-03-2024,40,Unemployed,289300,162000,593,3,20900,60,0.195,9.79,Home,High School,Kochi,Rejected,Not Applicable,High Risk
LOAN20344,CUST10344,07-09-2025,33,Contract,625100,270000,634,3,36700,60,0.152,8.48,Home,Graduate,Delhi,Approved,No Default,High Risk
LOAN20345,CUST10345,02-05-2023,33,Self-Employed,799800,397000,684,2,400900,60,0.609,12.05,Personal,Graduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20346,CUST10346,21-02-2024,40,Contract,447000,287000,637,1,97900,72,0.338,10.92,Personal,High School,Pune,Rejected,Not Applicable,High Risk
LOAN20347,CUST10347,18-06-2024,24,Self-Employed,895000,179000,602,1,461600,36,0.586,12.98,Personal,Graduate,Coimbatore,Approved,No Default,High Risk
LOAN20348,CUST10348,10-01-2024,24,Self-Employed,860900,388000,777,1,223400,48,0.379,9.54,Education,Graduate,Bengaluru,Approved,No Default,Low Risk
LOAN20349,CUST10349,28-07-2024,31,Salaried,478400,136000,670,1,147700,24,0.464,10.82,Vehicle,Diploma,Delhi,Rejected,Not Applicable,Medium Risk
LOAN20350,CUST10350,22-11-2023,36,Business Owner,594500,123000,698,1,200700,60,0.382,11.42,Home,Diploma,Kochi,Rejected,Not Applicable,Medium Risk
LOAN20351,CUST10351,24-04-2024,41,Salaried,595400,70000,731,2,271600,36,0.497,9.27,Education,Graduate,Coimbatore,Approved,No Default,Medium Risk
LOAN20352,CUST10352,30-05-2023,53,Business Owner,1646900,241000,719,0,363000,36,0.272,8.91,Business,Graduate,Kochi,Approved,No Default,Medium Risk
LOAN20353,CUST10353,07-12-2024,47,Business Owner,432000,172000,684,0,69600,60,0.246,9.05,Medical,Diploma,Ahmedabad,Rejected,Not Applicable,Medium Risk
LOAN20354,CUST10354,21-09-2025,36,Business Owner,387100,50000,639,2,154300,60,0.426,11.97,Personal,Postgraduate,Kolkata,Approved,No Default,High Risk
LOAN20355,CUST10355,14-08-2024,38,Salaried,613700,221000,727,0,176000,24,0.475,10.81,Business,Graduate,Mumbai,Approved,No Default,Medium Risk
LOAN20356,CUST10356,04-05-2024,28,Salaried,581000,122000,560,3,197700,60,0.387,12.21,Personal,Graduate,Delhi,Approved,No Default,High Risk
LOAN20357,CUST10357,06-04-2025,38,Salaried,616200,323000,675,0,262600,60,0.541,10,Home,Graduate,Kochi,Rejected,Not Applicable,Medium Risk
LOAN20358,CUST10358,02-06-2023,35,Salaried,637400,64000,650,0,209300,36,0.364,11.84,Medical,Diploma,Coimbatore,Rejected,Not Applicable,Medium Risk
LOAN20359,CUST10359,17-01-2023,41,Salaried,509400,194000,694,0,222900,48,0.541,10.07,Home,Diploma,Kolkata,Rejected,Not Applicable,Medium Risk
LOAN20360,CUST10360,04-07-2024,30,Contract,905300,153000,709,0,355200,60,0.43,9.74,Personal,High School,Chennai Central,Rejected,Not Applicable,Medium Risk
LOAN20361,CUST10361,24-04-2025,43,Self-Employed,300500,50000,601,0,183400,60,0.645,12,Education,Diploma,Hyderabad,Rejected,Not Applicable,High Risk
LOAN20362,CUST10362,14-12-2023,53,Salaried,381000,50000,619,1,210200,36,0.598,12.58,Vehicle,Postgraduate,Hyderabad,Approved,No Default,High Risk
LOAN20363,CUST10363,03-04-2024,37,Salaried,539600,251000,667,3,186400,36,0.513,10.53,Personal,Graduate,Hyderabad,Approved,No Default,Medium Risk
LOAN20364,CUST10364,21-07-2023,42,Salaried,257700,50000,597,0,115300,60,0.49,12.88,Vehicle,Diploma,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20365,CUST10365,27-02-2024,45,Self-Employed,595500,62000,715,1,358700,72,0.62,10.26,Education,Postgraduate,Coimbatore,Rejected,Not Applicable,High Risk
LOAN20366,CUST10366,07-10-2023,34,Self-Employed,1438600,835000,730,1,471700,60,0.458,10.22,Vehicle,Postgraduate,Chennai Central,Rejected,Not Applicable,Medium Risk
LOAN20367,CUST10367,26-02-2024,40,Contract,447300,152000,480,1,156600,24,0.532,13.85,Vehicle,Graduate,Coimbatore,Rejected,Not Applicable,High Risk
LOAN20368,CUST10368,22-08-2024,38,Self-Employed,723900,64000,661,0,366500,48,0.53,12.3,Medical,High School,Coimbatore,Approved,No Default,Medium Risk
LOAN20369,CUST10369,19-09-2025,39,Unemployed,120000,50000,516,1,16600,72,0.212,12.26,Business,Graduate,Hyderabad,Rejected,Not Applicable,High Risk
LOAN20370,CUST10370,09-04-2024,30,Contract,329400,251000,538,2,5500,24,0.415,13.15,Vehicle,Graduate,Hyderabad,Approved,Default,High Risk
LOAN20371,CUST10371,10-08-2025,38,Salaried,473600,54000,599,2,284000,84,0.618,11.84,Home,Postgraduate,Pune,Rejected,Not Applicable,High Risk
LOAN20372,CUST10372,22-03-2025,43,Contract,380200,64000,639,3,34600,84,0.118,10.06,Business,Postgraduate,Coimbatore,Rejected,Not Applicable,High Risk
LOAN20373,CUST10373,14-03-2025,53,Salaried,1049000,514000,796,4,496000,24,0.734,8.79,Home,Graduate,Ahmedabad,Approved,No Default,High Risk
LOAN20374,CUST10374,21-12-2023,48,Business Owner,1023300,411000,732,2,518200,72,0.581,10.21,Education,Diploma,Ahmedabad,Rejected,Not Applicable,Medium Risk
LOAN20375,CUST10375,04-08-2024,60,Salaried,332600,118000,620,1,222600,36,0.8,12.37,Vehicle,Graduate,Kolkata,Rejected,Not Applicable,High Risk
LOAN20376,CUST10376,13-01-2024,30,Contract,498400,50000,669,1,12300,72,0.043,9.1,Business,Graduate,Delhi,Rejected,Not Applicable,Medium Risk
LOAN20377,CUST10377,04-05-2023,47,Contract,562400,61000,625,2,257100,48,0.487,12.17,Home,Graduate,Ahmedabad,Rejected,Not Applicable,High Risk
LOAN20378,CUST10378,21-03-2023,40,Business Owner,1353400,534000,709,1,405700,48,0.405,8.86,Home,Postgraduate,Kochi,Approved,No Default,Medium Risk
LOAN20379,CUST10379,10-07-2024,60,Business Owner,1672000,311000,714,2,446700,60,0.307,9.44,Vehicle,High School,Ahmedabad,Approved,Default,Medium Risk
LOAN20380,CUST10380,14-09-2025,30,Salaried,348300,127000,559,0,23000,60,0.142,11.93,Education,Diploma,Chennai Central,Approved,No Default,High Risk
LOAN20381,CUST10381,21-08-2023,30,Salaried,384200,170000,637,,123200,12,0.804,13.17,Personal,High School,Kolkata,Approved,No Default,High Risk
LOAN20382,CUST10382,24-04-2024,32,Salaried,310000,123000,660,0,93100,60,0.382,12.28,Vehicle,Graduate,Mumbai,Approved,No Default,Medium Risk
LOAN20383,CUST10383,03-06-2023,21,Salaried,506800,206000,665,0,54800,36,0.258,9.56,Vehicle,Graduate,Kochi,Rejected,Not Applicable,Medium Risk
LOAN20384,CUST10384,25-06-2025,33,Business Owner,979400,582000,688,0,399200,36,0.626,11.22,Home,Postgraduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20385,CUST10385,22-11-2024,30,Salaried,910800,431000,657,1,443400,36,0.653,13.28,Home,Graduate,Mumbai,Rejected,Not Applicable,High Risk
LOAN20386,CUST10386,13-02-2024,40,Unemployed,197900,50000,614,3,109400,48,0.62,11.43,Business,Diploma,Hyderabad,Rejected,Not Applicable,High Risk
LOAN20387,CUST10387,31-01-2023,41,Self-Employed,555800,147000,592,1,325400,36,0.68,11.33,Business,Postgraduate,Hyderabad,Rejected,Not Applicable,High Risk
LOAN20388,CUST10388,19-08-2024,57,Business Owner,842200,398000,740,2,247400,24,0.55,10.41,Education,High School,Chennai Central,Approved,No Default,Medium Risk
LOAN20389,CUST10389,10-07-2024,48,Salaried,379700,50000,603,3,193400,24,0.579,13.4,Home,Graduate,Kochi,Rejected,Not Applicable,High Risk
LOAN20390,CUST10390,17-05-2024,32,Contract,1207200,641000,671,1,697000,12,1.153,11.94,Home,Graduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20391,CUST10391,06-01-2024,29,Contract,204700,50000,535,0,44400,48,0.281,12.34,Personal,Graduate,Hyderabad,Rejected,Not Applicable,High Risk
LOAN20392,CUST10392,19-11-2023,43,Self-Employed,708100,243000,652,3,143300,84,0.253,9.56,Personal,Graduate,Bengaluru,Rejected,Not Applicable,Medium Risk
LOAN20393,CUST10393,28-11-2023,25,Self-Employed,1711700,492000,830,1,509200,24,0.446,8.19,Vehicle,Postgraduate,Delhi,Approved,No Default,Medium Risk
LOAN20394,CUST10394,31-08-2023,56,Business Owner,785600,308000,720,1,183500,84,0.292,9.28,Personal,Graduate,Hyderabad,Approved,No Default,Medium Risk
LOAN20395,CUST10395,05-07-2024,50,Salaried,517600,58000,725,0,220100,60,0.45,10.9,Personal,Graduate,Hyderabad,Rejected,Not Applicable,Medium Risk
LOAN20396,CUST10396,05-03-2024,33,Self-Employed,545800,64000,693,2,227000,60,0.442,9.32,Medical,Graduate,Delhi,Approved,No Default,Medium Risk
LOAN20397,CUST10397,01-07-2023,21,Salaried,520000,143000,611,0,234800,60,0.51,12.45,Home,Graduate,Pune,Rejected,Not Applicable,High Risk
LOAN20398,CUST10398,19-03-2025,52,Salaried,1095900,623000,709,0,351800,60,0.443,10.61,Home,Graduate,Chennai Central,Rejected,Not Applicable,Medium Risk
LOAN20399,CUST10399,17-04-2024,37,Salaried,196100,50000,597,0,60600,24,0.442,12.16,Home,Graduate,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20400,CUST10400,11-01-2024,50,Salaried,1183700,629000,809,2,704100,60,0.71,7.77,Business,Graduate,Bengaluru,Approved,No Default,High Risk
LOAN20401,CUST10401,22-03-2023,22,Salaried,286200,58000,583,0,5300,60,0.061,11.18,Business,Graduate,Kolkata,Approved,No Default,High Risk
LOAN20402,CUST10402,03-07-2024,32,Salaried,498900,147000,719,2,304200,60,0.674,10.27,Personal,Graduate,Mumbai,Approved,No Default,High Risk
LOAN20403,CUST10403,17-05-2025,38,Salaried,167000,57000,627,1,61800,60,0.446,10.2,Home,Graduate,Pune,Rejected,Not Applicable,High Risk
LOAN20404,CUST10404,24-02-2024,38,Self-Employed,859500,77000,795,0,525200,24,0.658,9.72,Education,Graduate,Bengaluru,Approved,No Default,High Risk
LOAN20405,CUST10405,11-04-2024,33,Unemployed,120000,50000,550,0,300,60,0.094,12.19,Education,Graduate,Delhi,Rejected,Not Applicable,High Risk
LOAN20406,CUST10406,03-03-2024,44,Salaried,707800,226000,729,2,126400,60,0.244,8.46,Personal,Postgraduate,Chennai Central,Approved,No Default,Medium Risk
LOAN20407,CUST10407,26-02-2023,27,Salaried,1498200,394000,850,2,88800,36,0.153,7.08,Education,Postgraduate,Chennai Central,Approved,No Default,Low Risk
LOAN20408,CUST10408,18-11-2023,37,Self-Employed,336800,50000,610,1,116700,36,0.398,12.39,Home,Diploma,Mumbai,Approved,No Default,High Risk
LOAN20409,CUST10409,03-09-2025,39,Salaried,621100,72000,597,0,374200,60,0.627,12.85,Personal,Graduate,Mumbai,Rejected,Not Applicable,High Risk
LOAN20410,CUST10410,25-06-2024,43,Salaried,412700,223000,558,4,82000,72,0.293,12.7,Education,Graduate,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20411,CUST10411,09-05-2024,45,Self-Employed,795000,54000,727,0,488800,48,0.633,11.33,Vehicle,Diploma,Pune,Approved,No Default,High Risk
LOAN20412,CUST10412,23-09-2023,27,Salaried,572200,320000,573,2,253400,60,0.562,13.46,Home,Graduate,Kolkata,Rejected,Not Applicable,High Risk
LOAN20413,CUST10413,15-08-2023,23,Self-Employed,476300,105000,637,3,167600,48,0.41,9.44,Business,Graduate,Mumbai,Approved,No Default,High Risk
LOAN20414,CUST10414,08-04-2025,51,Self-Employed,819000,399000,714,2,433300,24,0.794,9.41,Personal,Graduate,Pune,Approved,No Default,High Risk
LOAN20415,CUST10415,16-08-2025,41,Salaried,1348100,255000,761,1,337800,24,0.356,9.68,Business,Graduate,Kolkata,Rejected,Not Applicable,Low Risk
LOAN20416,CUST10416,14-03-2025,31,Salaried,517400,270000,695,1,149200,12,0.845,11.42,Vehicle,Postgraduate,Kochi,Approved,No Default,High Risk
LOAN20417,CUST10417,23-02-2023,54,Business Owner,1106100,390000,735,1,641100,36,0.703,10.28,Medical,Graduate,Mumbai,Rejected,Not Applicable,High Risk
LOAN20418,CUST10418,31-08-2024,39,Salaried,304800,82000,721,1,210100,36,0.784,12.77,Business,Graduate,Coimbatore,Approved,No Default,High Risk
LOAN20419,CUST10419,18-08-2025,50,Salaried,358300,109000,604,0,258000,60,0.787,12.79,Personal,Graduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20420,CUST10420,04-09-2025,39,Business Owner,257400,62000,549,2,158900,60,0.669,13.78,Medical,Graduate,Delhi,Rejected,Not Applicable,High Risk
LOAN20421,CUST10421,04-01-2023,59,Salaried,1156000,258000,690,0,123600,12,0.346,10.07,Vehicle,Graduate,Hyderabad,Rejected,Not Applicable,Medium Risk
LOAN20422,CUST10422,14-03-2024,56,Business Owner,928700,389000,752,3,495100,36,0.679,10.11,Vehicle,Postgraduate,Bengaluru,Approved,No Default,High Risk
LOAN20423,CUST10423,06-11-2023,36,Unemployed,176600,50000,628,1,59400,36,0.437,12.62,Home,Diploma,Mumbai,Approved,No Default,High Risk
LOAN20424,CUST10424,28-05-2025,48,Salaried,566800,225000,701,0,360600,60,0.72,11.06,Personal,Diploma,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20425,CUST10425,25-08-2024,44,Salaried,311100,50000,716,3,127200,24,0.498,10.78,Personal,Graduate,Coimbatore,Approved,No Default,Medium Risk
LOAN20426,CUST10426,30-03-2023,52,Salaried,757900,463000,630,1,251500,24,0.671,12.5,Personal,High School,Mumbai,Rejected,Not Applicable,High Risk
LOAN20427,CUST10427,16-11-2023,28,Salaried,866000,391000,797,1,281200,84,0.392,9.09,Home,Postgraduate,Delhi,Approved,No Default,Low Risk
LOAN20428,CUST10428,10-01-2024,45,Salaried,456400,233000,749,1,115400,60,0.363,7.97,Vehicle,Graduate,Bengaluru,Approved,No Default,Medium Risk
LOAN20429,CUST10429,26-08-2024,49,Business Owner,624900,164000,717,1,47100,36,0.167,7.06,Home,Diploma,Bengaluru,Rejected,Not Applicable,Medium Risk
LOAN20430,CUST10430,15-05-2024,21,Salaried,644200,157000,781,1,362700,48,0.628,9.58,Personal,Postgraduate,Delhi,Rejected,Not Applicable,High Risk
LOAN20431,CUST10431,23-10-2024,26,Self-Employed,525500,116000,571,1,235200,36,0.529,12.26,Home,Postgraduate,Kolkata,Rejected,Not Applicable,High Risk
LOAN20432,CUST10432,22-08-2023,21,Unemployed,198800,50000,552,2,27100,60,0.191,13.1,Business,Graduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20433,CUST10433,09-07-2025,35,Business Owner,2145200,904000,783,3,900000,60,0.509,8.98,Education,Graduate,Hyderabad,Approved,No Default,Medium Risk
LOAN20434,CUST10434,03-12-2023,45,Self-Employed,575500,66000,707,1,261200,24,0.514,10.61,Education,Diploma,Ahmedabad,Approved,No Default,Medium Risk
LOAN20435,CUST10435,24-07-2024,53,Salaried,477400,215000,610,1,142800,60,0.398,11.47,Business,Graduate,Chennai Central,Approved,No Default,High Risk
LOAN20436,CUST10436,04-07-2023,39,Self-Employed,474900,92000,699,0,92800,36,0.266,9.06,Vehicle,Postgraduate,Ahmedabad,Approved,No Default,Medium Risk
LOAN20437,CUST10437,13-03-2024,54,Self-Employed,926200,325000,776,0,553500,36,0.723,10.07,Home,Postgraduate,Delhi,Rejected,Not Applicable,High Risk
LOAN20438,CUST10438,09-07-2024,24,Salaried,519800,161000,710,0,211600,36,0.515,11.19,Vehicle,Diploma,Mumbai,Approved,No Default,Medium Risk
LOAN20439,CUST10439,29-06-2023,21,Salaried,415200,161000,677,1,170600,48,0.514,10.72,Home,Graduate,Hyderabad,Approved,No Default,Medium Risk
LOAN20440,CUST10440,17-03-2023,37,Contract,834900,231000,622,0,305300,36,0.469,11.47,Medical,Postgraduate,Hyderabad,Approved,No Default,High Risk
LOAN20441,CUST10441,17-10-2024,42,Salaried,1120800,366000,683,1,96300,36,0.203,10.26,Personal,Graduate,Hyderabad,Approved,No Default,Medium Risk
LOAN20442,CUST10442,04-09-2024,38,Salaried,425000,104000,731,0,111800,36,0.35,7.99,Education,Postgraduate,Ahmedabad,Approved,No Default,Medium Risk
LOAN20443,CUST10443,11-06-2025,21,Salaried,231500,117000,687,0,58000,12,0.795,12.86,Personal,Postgraduate,Coimbatore,Rejected,Not Applicable,High Risk
LOAN20444,CUST10444,29-09-2023,37,Salaried,919600,489000,708,2,159300,60,0.29,8.87,Home,Graduate,Pune,Approved,No Default,Medium Risk
LOAN20445,CUST10445,03-09-2025,25,Business Owner,563700,194000,648,1,251500,36,0.568,12.46,Business,Postgraduate,Kochi,Approved,Default,High Risk
LOAN20446,CUST10446,24-02-2023,45,Business Owner,1144400,197000,615,3,655300,12,0.753,13.28,Business,Graduate,Hyderabad,Rejected,Not Applicable,High Risk
LOAN20447,CUST10447,01-12-2024,42,Business Owner,304100,103000,587,0,81400,60,0.341,10.23,Business,Graduate,Pune,Rejected,Not Applicable,High Risk
LOAN20448,CUST10448,12-05-2025,29,Salaried,870300,263000,810,1,132900,60,0.219,7.4,Vehicle,Graduate,Mumbai,Approved,No Default,Low Risk
LOAN20449,CUST10449,26-04-2025,33,Salaried,317000,50000,581,3,148800,60,0.504,13.71,Vehicle,Graduate,Kochi,Approved,No Default,High Risk
LOAN20450,CUST10450,18-03-2023,27,Self-Employed,920300,384000,710,4,502300,48,0.662,10.72,Home,Graduate,Hyderabad,Rejected,Not Applicable,High Risk
LOAN20451,CUST10451,23-10-2023,37,Salaried,570900,295000,732,0,318100,36,0.74,10.72,Personal,Graduate,Pune,Rejected,Not Applicable,High Risk
LOAN20452,CUST10452,07-08-2023,48,Salaried,358700,202000,587,1,163000,60,0.571,12.2,Vehicle,Postgraduate,Ahmedabad,Rejected,Not Applicable,High Risk
LOAN20453,CUST10453,04-10-2023,28,Business Owner,644000,168000,689,2,219400,60,0.399,11.25,Vehicle,Diploma,Mumbai,Rejected,Not Applicable,Medium Risk
LOAN20454,CUST10454,31-07-2024,43,Salaried,788200,389000,749,1,436900,36,0.73,10.17,Business,Postgraduate,Chennai Central,Approved,No Default,High Risk
LOAN20455,CUST10455,09-10-2024,33,Self-Employed,681800,289000,678,1,80500,72,0.195,11.11,Home,Graduate,Delhi,Rejected,Not Applicable,Medium Risk
LOAN20456,CUST10456,15-01-2025,30,Salaried,750600,244000,850,3,161500,24,0.392,8.29,Home,High School,Hyderabad,Rejected,Not Applicable,Low Risk
LOAN20457,CUST10457,11-12-2024,37,Salaried,1464200,490000,671,2,420900,84,0.339,11.44,Home,Postgraduate,Pune,Approved,No Default,Medium Risk
LOAN20458,CUST10458,23-09-2023,28,Salaried,267600,84000,705,0,83600,72,0.367,9.94,Education,Graduate,Kolkata,Rejected,Not Applicable,Medium Risk
LOAN20459,CUST10459,10-08-2025,32,Unemployed,446000,58000,595,0,250000,60,0.589,12.36,Home,Diploma,Delhi,Rejected,Not Applicable,High Risk
LOAN20460,CUST10460,18-06-2025,26,Business Owner,823200,196000,738,2,445600,72,0.585,10.54,Vehicle,Graduate,Mumbai,Approved,No Default,Medium Risk
LOAN20461,CUST10461,12-02-2023,58,Unemployed,133300,68000,598,1,86600,60,0.76,14.62,Education,Postgraduate,Pune,Rejected,Not Applicable,High Risk
LOAN20462,CUST10462,27-12-2023,38,Self-Employed,342200,91000,604,0,46300,36,0.231,12.57,Home,Graduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20463,CUST10463,16-08-2023,31,Salaried,517800,92000,684,0,88900,48,0.218,8.17,Personal,Graduate,Hyderabad,Rejected,Not Applicable,Medium Risk
LOAN20464,CUST10464,15-08-2023,40,Self-Employed,1008600,535000,606,1,263700,24,0.537,14.5,Education,Diploma,Ahmedabad,Approved,No Default,High Risk
LOAN20465,CUST10465,04-03-2023,37,Salaried,533300,245000,706,1,238700,36,0.61,11.03,Personal,Graduate,Pune,Approved,No Default,High Risk
LOAN20466,CUST10466,20-06-2023,36,Contract,914600,305000,701,1,522000,60,0.641,11.67,Vehicle,Graduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20467,CUST10467,20-08-2025,44,Salaried,282500,96000,684,1,153900,36,0.671,10.76,Vehicle,High School,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20468,CUST10468,31-01-2025,46,Self-Employed,644300,301000,732,0,301700,36,0.64,9.71,Medical,High School,Pune,Rejected,Not Applicable,High Risk
LOAN20469,CUST10469,29-04-2025,33,Salaried,310800,50000,672,1,165700,60,0.568,10.13,Home,Postgraduate,Coimbatore,Approved,No Default,Medium Risk
LOAN20470,CUST10470,31-01-2025,32,Salaried,675100,63000,695,2,198300,72,0.31,11.19,Vehicle,Graduate,Kochi,Approved,No Default,Medium Risk
LOAN20471,CUST10471,03-11-2023,35,Business Owner,1198500,475000,683,0,254400,12,0.626,10.76,Business,Graduate,Hyderabad,Approved,No Default,High Risk
LOAN20472,CUST10472,19-01-2025,21,Salaried,463300,128000,627,3,158200,36,0.444,11.52,Personal,Diploma,Kolkata,Approved,Default,High Risk
LOAN20473,CUST10473,21-07-2024,23,Salaried,162400,50000,702,1,99600,24,0.777,11.33,Education,Graduate,Delhi,Rejected,Not Applicable,High Risk
LOAN20474,CUST10474,13-11-2024,52,Salaried,623800,50000,760,2,341000,60,0.563,8.86,Vehicle,Graduate,Coimbatore,Approved,No Default,Medium Risk
LOAN20475,CUST10475,08-07-2025,54,Salaried,699200,201000,676,1,102200,24,0.301,9.98,Personal,Postgraduate,Pune,Rejected,Not Applicable,Medium Risk
LOAN20476,CUST10476,18-09-2025,36,Business Owner,950700,127000,711,0,283500,60,0.328,9.68,Business,Graduate,Chennai Central,Approved,No Default,Medium Risk
LOAN20477,CUST10477,03-02-2023,44,Contract,801300,416000,624,2,198800,36,0.44,12.63,Home,Graduate,Kolkata,Rejected,Not Applicable,High Risk
LOAN20478,CUST10478,06-04-2025,41,Unemployed,122700,50000,638,2,30100,36,0.385,10.31,Home,Graduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20479,CUST10479,03-10-2024,65,Business Owner,1085300,524000,758,1,332700,72,0.396,8.57,Vehicle,Graduate,Hyderabad,Approved,No Default,Low Risk
LOAN20480,CUST10480,10-05-2023,49,Salaried,1005000,247000,825,2,515500,12,0.772,9.78,Education,Graduate,Kochi,Rejected,Not Applicable,High Risk
LOAN20481,CUST10481,29-01-2024,37,Business Owner,333400,107000,600,0,155300,48,0.549,12.53,Education,Graduate,Pune,Rejected,Not Applicable,High Risk
LOAN20482,CUST10482,31-05-2023,28,Salaried,661000,428000,664,0,130700,12,0.914,12.86,Education,Graduate,Kochi,Rejected,Not Applicable,High Risk
LOAN20483,CUST10483,16-10-2024,22,Salaried,445100,180000,677,0,203600,48,0.569,10.41,Home,Postgraduate,Delhi,Rejected,Not Applicable,Medium Risk
LOAN20484,CUST10484,21-09-2024,40,Contract,425800,143000,673,2,252400,60,0.666,12.27,Home,Diploma,Mumbai,Rejected,Not Applicable,High Risk
LOAN20485,CUST10485,16-12-2024,30,Salaried,605245,169000,674,1,203400,36,0.395,11.68,Medical,Graduate,Kolkata,Rejected,Not Applicable,Medium Risk
LOAN20486,CUST10486,19-01-2024,24,Contract,350500,69000,582,2,233800,24,0.776,14.78,Home,Graduate,Chennai Central,Rejected,Not Applicable,High Risk
LOAN20487,CUST10487,16-01-2025,32,Salaried,409900,244000,709,0,78200,36,0.409,9.82,Education,Graduate,Ahmedabad,Rejected,Not Applicable,Medium Risk
LOAN20488,CUST10488,17-01-2023,27,Self-Employed,658700,227000,715,1,0,60,0.077,6.5,Education,Graduate,Bengaluru,Approved,No Default,Medium Risk
LOAN20489,CUST10489,16-08-2024,55,Self-Employed,384500,179000,598,1,235600,60,0.713,13.38,Medical,Graduate,Ahmedabad,Approved,No Default,High Risk
LOAN20490,CUST10490,14-01-2023,47,Contract,262900,82000,696,3,156700,60,0.666,11.32,Personal,Postgraduate,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20491,CUST10491,22-03-2023,38,Self-Employed,897800,199000,762,3,580100,60,0.696,9.35,Business,Postgraduate,Delhi,Rejected,Not Applicable,High Risk
LOAN20492,CUST10492,26-07-2023,53,Self-Employed,373300,243000,655,2,193100,36,0.743,11.62,Home,Postgraduate,Ahmedabad,Rejected,Not Applicable,High Risk
LOAN20493,CUST10493,23-07-2023,39,Salaried,780700,341000,701,0,461000,36,0.752,10.69,Business,Graduate,Mumbai,Approved,No Default,High Risk
LOAN20494,CUST10494,14-01-2024,29,Self-Employed,809100,59000,720,0,450300,36,0.583,10.69,Vehicle,Graduate,Coimbatore,Approved,No Default,Medium Risk
LOAN20495,CUST10495,22-02-2025,53,Salaried,247600,50000,598,0,98700,36,0.47,11.56,Education,Diploma,Kochi,Rejected,Not Applicable,High Risk
LOAN20496,CUST10496,27-06-2024,43,Business Owner,565600,296000,673,1,231600,36,0.599,11.51,Personal,Graduate,Coimbatore,Rejected,Not Applicable,Medium Risk
LOAN20497,CUST10497,23-01-2023,28,Self-Employed,1149500,380000,604,0,370000,60,0.39,13.69,Business,Postgraduate,Kolkata,Rejected,Not Applicable,High Risk
LOAN20498,CUST10498,05-09-2024,36,Business Owner,488900,133000,712,1,273700,60,0.618,10.61,Personal,Graduate,Mumbai,Rejected,Not Applicable,High Risk
LOAN20499,CUST10499,11-06-2023,29,Salaried,453700,73000,579,1,121300,84,0.293,10.92,Business,Postgraduate,Bengaluru,Rejected,Not Applicable,High Risk
LOAN20500,CUST10500,01-09-2024,24,Salaried,707800,240000,772,3,246500,36,0.467,7.91,Business,Diploma,Chennai Central,Approved,No Default,Medium Risk
LOAN20501,CUST10501,24-05-2023,47,Business Owner,1140400,549000,708,1,365500,60,0.423,10.31,Education,High School,Bengaluru,Approved,No Default,Medium Risk
LOAN20502,CUST10502,18-07-2025,57,Salaried,502500,226000,658,0,168800,60,0.436,12.6,Vehicle,Postgraduate,Bengaluru,Rejected,Not Applicable,Medium Risk
LOAN20503,CUST10503,14-04-2023,24,Salaried,425600,91000,628,0,152000,60,0.403,10.69,Home,Graduate,Delhi,Rejected,Not Applicable,High Risk
LOAN20504,CUST10504,17-01-2024,44,Salaried,1122300,389000,714,1,109600,36,0.22,7.41,Business,Graduate,Bengaluru,Approved,No Default,Medium Risk
